concept_id,text,text_alt,romanization_bgn,ipa,literal,confidence,provenance
hotel-words.passport,անձնագիր,,andznagir,ˌandznaɡˈir,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
hotel-words.room-key-card,սենյակի բանալի-քարտ,,senyaki banali-k’art,sˌenjakˈi bˌanalˈikʰart,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
hotel-words.check-in,գրանցում,,grants’um,ɡəɾantsʰˈum,registration,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
hotel-words.check-out,սենյակի հանձնում,,senyaki handznum,sˌenjakˈi handznˈum,handing the room over,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
hotel-words.luggage-storage,ուղեբեռի պահոց,,ugheberri pahots’,ˌuʁeberˈi pahˈotsʰ,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
hotel-basics.are-any-rooms-available,Ազատ սենյակ կա՞։,,Azat senyak ka?,azˈat senjˈak kˈa,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
hotel-basics.there-are-two-of-us,Մենք երկու հոգի ենք։,,Menk’ yerku hogi yenk’.,menkʰ jerkˈu hoɡˈi jˈenkʰ,we are two people,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
hotel-basics.i-have-a-reservation,Ես ամրագրում ունեմ։,,Yes amragrum unem.,jes ˌamɾaɡɾˈum unˈem,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
hotel-basics.can-i-charge-my-phone,Կարո՞ղ եմ հեռախոսս լիցքավորել։,,Karogh yem herrakhoss lits’k’avorel?,kaɾˌoʁ jˈem hˌeraxˈoss lˌitsʰkʰavoɾˈel,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
hotel-basics.i-would-like-a-non-smoking-room,Կցանկանայի չծխողների սենյակ։,,Kts’ankanayi ch’tskhoghneri senyak.,kətsʰˌankanajˈi tʃʰətsxˌoʁneɾˈi senjˈak,a room for non-smokers,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
hotel-basics.i-would-like-a-quiet-room,Կցանկանայի հանգիստ սենյակ։,,Kts’ankanayi hangist senyak.,kətsʰˌankanajˈi hanɡˈist senjˈak,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
hotel-basics.is-there-a-washing-machine,Լվացքի մեքենա կա՞։,,Lvats’k’i mek’ena ka?,ləvatsʰkʰˈi mˌekʰenˈa kˈa,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
hotel-basics.is-wi-fi-free,Վայ-ֆայը անվճա՞ր է։,,Vay-fayy anvchar e?,vˈajfajə anvtʃˈaɾ ˈe,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
hotel-basics.how-much-per-night,Մեկ գիշերը որքա՞ն է։,,Mek gishery vork’an e?,mˈek ɡiʃˈeɾə vorkʰˈan ˈe,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
hotel-basics.is-breakfast-included,Նախաճաշը ներառվա՞ծ է։,,Nakhachashy nerarrvats e?,nˌaxatʃˈaʃə nˌeɾarvˈats ˈe,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
hotel-basics.may-i-see-the-room,Կարելի՞ է սենյակը տեսնել։,,Kareli e senyaky tesnel?,kˌaɾelˈi e senjˈakə tesnˈel,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
